amount,hour,location_code,device_type,transaction_type,prev_txn_count,fraud
4164.47,15,1,0,0,2,0
4912.67,21,0,1,1,4,0
4297.12,17,0,0,0,5,0
11375.88,1,1,1,2,12,1
509.0,17,1,0,2,2,0
3490.59,9,1,0,1,1,0
25568.7,22,2,0,2,8,1
1779.73,10,1,1,1,2,0
12124.15,2,2,2,1,10,1
1765.46,19,0,0,2,1,0
3814.65,12,1,0,2,3,0
2363.57,18,0,1,2,4,0
2631.39,10,0,1,2,2,0
4150.3,9,0,0,2,1,0
3328.99,15,1,0,0,5,0
536.0,10,1,0,0,0,0
581.11,21,0,0,1,4,0
156.97,10,0,0,2,3,0
4943.48,17,0,0,1,3,0
1437.3,11,0,0,2,1,0
6090.94,1,1,0,1,13,1
2845.22,21,0,0,0,5,0
4554.92,18,1,0,0,4,0
2508.74,13,0,0,1,3,0
4370.27,17,0,0,2,2,0
120.59,0,1,1,2,14,1
349.02,21,0,0,0,4,0
4266.59,17,0,0,2,0,0
4459.23,17,1,0,2,0,0
23963.26,1,1,2,2,20,1
4391.69,11,1,0,2,4,0
3829.45,8,0,0,1,4,0
4646.59,16,1,0,1,5,0
303.04,3,2,1,1,8,1
141.48,20,0,1,2,3,0
3691.5,16,1,0,1,3,0
2153.87,14,0,0,1,0,0
4911.86,13,0,0,1,3,0
1198.23,9,0,0,1,5,0
4039.79,16,0,0,2,1,0
392.22,10,1,0,1,0,0
3015.45,11,0,0,2,3,0
620.54,9,0,0,2,1,0
3678.01,13,0,0,2,2,0
3902.46,12,0,1,1,2,0
2521.69,8,0,0,2,4,0
401.37,10,0,0,2,4,0
1867.85,21,0,0,0,5,0
3822.55,9,0,0,0,2,0
1926.66,21,0,0,1,4,0
104.04,14,1,0,0,1,0
930.11,14,0,1,1,0,0
1745.2,8,0,0,2,1,0
1710.97,21,1,0,2,5,0
4038.1,16,1,1,2,2,0
4689.56,15,1,1,2,4,0
1307.64,14,1,1,0,1,0
1410.41,18,0,0,0,4,0
2859.13,8,0,0,1,5,0
3267.97,20,0,0,1,4,0
4180.8,21,0,0,1,0,0
2337.07,13,1,1,2,1,0
2901.48,9,0,1,2,2,0
2207.35,12,0,0,1,1,0
880.56,21,0,0,0,5,0
444.23,0,1,0,2,12,1
43021.89,22,1,1,1,9,1
574.67,9,0,0,1,4,0
4114.42,14,0,1,1,2,0
415.27,3,2,1,2,17,1
21573.59,22,1,0,1,20,1
3580.97,19,0,0,1,4,0
37681.69,0,1,2,2,16,1
4238.65,16,0,1,1,5,0
2210.24,12,0,1,1,1,0
3996.24,13,0,0,1,5,0
3467.74,15,1,0,0,2,0
391.38,13,1,1,0,3,0
1156.29,21,0,1,0,3,0
3332.19,17,0,0,1,2,0
23382.63,22,2,2,1,10,1
87.39,9,1,0,2,5,0
3716.1,10,0,0,0,5,0
374.27,16,1,0,1,1,0
2788.58,19,0,0,1,2,0
3086.37,19,0,0,2,2,0
4553.35,18,1,1,1,2,0
3502.87,19,0,1,2,4,0
337.42,23,2,1,2,15,1
3614.72,12,0,0,1,3,0
2824.45,16,1,0,1,3,0
900.12,10,0,1,2,1,0
1398.22,17,0,0,1,2,0
1446.05,15,1,0,0,2,0
1304.29,17,0,0,2,2,0
14307.94,0,1,2,1,8,1
4112.94,13,0,0,2,3,0
2608.74,21,1,0,0,5,0
4224.43,15,1,0,1,0,0
4964.46,19,0,0,0,5,0
3638.81,13,0,1,1,2,0
3679.52,18,0,1,2,2,0
201.36,9,0,0,2,5,0
3133.52,18,0,0,0,4,0
4715.44,18,0,0,1,1,0
943.47,15,0,0,0,5,0
4753.7,21,0,0,1,0,0
3059.36,19,0,0,1,5,0
1907.27,17,0,1,1,3,0
4771.18,12,0,0,2,3,0
3153.21,17,0,1,1,2,0
452.36,3,2,1,1,18,1
889.03,13,0,0,2,3,0
3869.9,15,1,1,1,5,0
1461.45,16,0,0,0,4,0
1315.15,13,1,0,1,3,0
4561.81,12,1,1,0,2,0
237.64,15,1,0,2,1,0
3899.18,9,0,0,2,4,0
37500.29,23,2,1,1,18,1
14470.85,22,2,2,1,12,1
4553.25,13,1,0,2,5,0
78.05,21,0,1,0,4,0
2429.17,10,0,0,0,1,0
3442.78,8,0,1,0,3,0
664.52,19,0,0,0,0,0
3519.71,19,1,0,0,5,0
3027.71,10,0,1,2,3,0
3031.8,12,0,0,2,5,0
181.07,23,2,1,2,14,1
324.4,2,1,1,1,15,1
4756.82,20,0,0,0,4,0
1992.37,11,1,0,1,4,0
18977.44,0,1,0,2,17,1
715.1,17,1,1,2,4,0
304.02,15,0,0,1,5,0
761.4,13,1,0,1,5,0
2815.86,15,1,0,2,1,0
3546.54,16,0,0,1,5,0
10727.71,1,1,1,1,8,1
2480.48,18,1,0,2,4,0
56.19,9,1,0,2,5,0
1618.38,13,0,0,1,4,0
4015.24,19,0,1,2,2,0
1060.77,13,0,0,2,5,0
59.0,14,0,0,1,0,0
37.95,19,0,0,2,0,0
1661.53,8,1,1,0,0,0
2799.63,11,0,1,0,1,0
4104.74,21,1,1,2,2,0
3836.51,12,0,0,2,1,0
14739.87,1,2,1,2,20,1
3082.66,15,0,0,0,1,0
465.69,20,0,0,0,3,0
1623.13,8,0,1,1,3,0
1641.85,16,0,0,2,3,0
1933.41,15,0,0,2,2,0
4416.71,21,0,0,2,2,0
4200.14,16,1,0,2,2,0
2793.39,14,0,0,0,2,0
3855.25,13,1,0,2,4,0
4602.9,11,1,0,0,5,0
987.03,13,0,0,2,2,0
4555.18,12,0,1,1,0,0
3211.31,14,0,1,2,2,0
295.51,17,0,1,1,4,0
2456.11,15,0,0,1,0,0
3568.71,19,0,0,0,3,0
605.82,15,0,0,0,4,0
4263.5,18,0,0,2,2,0
854.21,17,0,1,0,5,0
4189.37,18,0,0,0,4,0
16998.62,2,1,2,2,10,1
4211.36,8,0,0,2,2,0
25981.35,22,2,0,1,9,1
441.14,13,0,0,0,1,0
2306.68,19,0,0,2,5,0
4323.42,19,0,0,0,3,0
898.06,10,0,0,0,1,0
1003.93,12,0,1,1,2,0
245.45,23,1,0,2,10,1
1061.0,19,1,0,2,5,0
1044.95,19,0,0,2,1,0
2343.3,8,0,1,2,5,0
707.54,17,0,0,2,3,0
4506.46,13,0,1,1,0,0
2382.25,13,0,0,1,2,0
2737.88,20,0,0,2,3,0
3474.85,19,1,0,0,2,0
3008.1,15,1,0,0,1,0
4504.42,16,0,0,1,2,0
2009.34,8,0,1,0,2,0
4825.56,16,0,1,0,1,0
3944.17,8,0,0,0,2,0
834.89,8,0,0,0,2,0
930.94,21,0,0,0,5,0
3426.04,21,0,0,1,1,0
2358.82,18,1,1,0,3,0
4157.59,19,0,0,1,1,0
4676.02,14,0,0,2,5,0
2988.13,16,0,0,1,5,0
2935.69,11,0,0,1,2,0
4117.14,17,1,0,2,1,0
184.49,0,2,1,1,14,1
1562.04,18,1,0,1,3,0
1996.7,16,0,0,0,2,0
515.91,21,1,0,0,2,0
27813.67,3,2,1,1,12,1
3712.16,9,1,1,1,3,0
4221.56,13,0,0,1,4,0
4352.0,9,0,0,1,5,0
995.89,21,1,0,0,3,0
616.42,15,1,0,0,4,0
1268.86,13,0,0,2,2,0
1790.5,8,1,0,1,5,0
392.76,1,1,0,1,10,1
3167.64,14,0,0,1,5,0
4593.77,21,1,0,0,2,0
742.14,19,0,0,2,5,0
399.71,3,1,0,2,19,1
4414.91,21,1,0,0,4,0
1522.67,16,0,1,0,2,0
1083.68,14,0,1,2,1,0
3359.81,17,1,0,2,2,0
2041.43,8,1,1,0,2,0
2998.81,18,0,0,0,1,0
125.49,23,2,2,2,18,1
2711.33,15,0,0,1,2,0
2227.03,15,1,0,2,5,0
1956.02,14,0,1,2,0,0
2810.45,13,0,0,2,4,0
1465.91,13,1,1,1,0,0
2928.25,17,0,1,1,3,0
126.78,12,1,0,1,4,0
32320.48,3,1,0,1,17,1
4324.95,20,1,1,1,2,0
2096.3,17,0,0,1,5,0
484.1,22,2,0,2,15,1
1438.27,15,0,0,1,2,0
42343.98,23,1,1,2,14,1
3185.08,17,0,0,2,4,0
411.64,17,1,0,1,4,0
2850.27,15,0,0,0,5,0
3950.71,14,0,0,1,2,0
1203.94,15,0,0,0,2,0
331.04,1,2,0,1,15,1
564.56,17,0,0,0,3,0
358.44,19,0,1,2,3,0
4976.72,21,1,0,1,2,0
2690.8,19,0,0,1,5,0
41524.81,2,2,2,2,14,1
526.98,21,0,1,0,5,0
2069.92,13,0,0,1,1,0
1656.5,19,0,0,2,3,0
3786.58,13,0,1,1,2,0
3500.11,17,0,1,0,1,0
188.41,22,2,2,2,12,1
799.77,18,0,0,2,3,0
780.51,20,0,0,2,2,0
1293.7,11,0,0,2,2,0
245.66,3,1,1,1,17,1
1578.02,13,1,0,2,1,0
2414.96,15,1,0,2,0,0
1553.14,11,0,0,2,5,0
3252.83,13,1,0,2,5,0
4200.65,21,0,1,0,2,0
1998.07,9,0,1,0,2,0
2677.89,19,0,0,1,4,0
1230.77,20,0,1,2,1,0
3589.01,10,0,1,1,4,0
3717.38,19,0,0,2,2,0
334.27,3,1,2,1,13,1
374.47,15,0,0,0,3,0
2715.88,11,1,0,2,0,0
4306.22,9,1,1,0,4,0
3075.31,15,0,0,1,4,0
3158.7,13,1,1,1,5,0
4336.76,11,0,0,2,4,0
3132.72,9,0,0,0,2,0
2552.13,15,0,0,0,3,0
481.8,21,1,0,2,5,0
921.27,20,0,0,0,2,0
1606.56,16,1,0,2,2,0
1059.15,18,0,0,0,1,0
3930.41,21,0,1,2,1,0
2586.65,15,1,1,1,1,0
2364.72,21,0,0,0,2,0
1775.77,19,0,0,1,3,0
3815.09,8,1,0,1,2,0
708.11,15,0,0,2,1,0
3585.48,12,0,0,1,3,0
1634.84,16,0,0,2,4,0
1376.8,9,0,0,1,5,0
3608.39,15,0,1,1,5,0
3534.67,11,0,1,2,3,0
237.08,3,2,0,2,10,1
379.13,20,1,0,0,4,0
1007.77,9,1,0,1,4,0
3306.19,16,0,1,0,1,0
349.27,20,0,0,1,5,0
928.67,15,0,0,1,2,0
4856.51,12,0,1,2,0,0
270.93,0,1,2,2,8,1
4977.32,16,0,1,1,2,0
3174.89,19,0,1,0,4,0
2662.96,20,0,1,1,4,0
962.34,9,1,0,1,3,0
4970.81,10,0,0,0,5,0
2275.24,20,1,0,1,4,0
3121.59,14,0,0,0,2,0
1301.42,11,0,1,1,5,0
3851.17,17,0,1,2,1,0
749.79,12,0,0,0,4,0
4224.2,20,0,1,1,0,0
1583.21,11,0,0,1,1,0
1362.41,11,0,0,0,3,0
47660.62,3,1,1,2,14,1
3856.44,17,0,0,0,4,0
3624.62,9,0,0,0,3,0
1798.01,13,1,0,0,0,0
1805.33,12,0,0,0,0,0
2105.45,21,0,0,1,2,0
2175.97,21,0,0,2,0,0
4051.94,15,0,0,2,5,0
236.35,21,0,0,2,0,0
12009.12,0,1,2,2,13,1
4117.2,14,0,0,2,1,0
4052.68,10,0,0,0,0,0
1536.96,18,0,0,2,2,0
111.4,0,1,1,1,16,1
2995.95,16,0,0,0,0,0
1121.05,14,0,0,1,3,0
4281.28,16,1,0,2,5,0
459.82,1,2,2,2,17,1
490.93,15,0,0,0,4,0
47403.01,23,1,2,2,12,1
534.98,11,0,0,2,5,0
3554.49,15,0,0,1,3,0
734.51,19,0,1,1,5,0
13905.33,23,1,0,1,14,1
2864.14,15,0,0,2,4,0
4962.57,15,0,1,1,0,0
3280.09,16,0,0,0,2,0
4360.26,20,1,1,0,5,0
3817.95,12,0,0,1,5,0
137.83,0,1,2,2,10,1
1541.77,14,0,1,0,3,0
4428.38,16,0,0,2,1,0
1001.2,19,0,1,2,1,0
2656.97,8,0,1,0,5,0
2658.51,13,0,0,2,1,0
4295.26,11,0,1,2,3,0
1399.04,14,0,0,2,3,0
2344.87,10,0,0,0,2,0
3343.25,11,0,0,1,1,0
42009.86,3,1,2,2,14,1
1250.13,13,0,0,1,1,0
626.0,19,0,0,1,1,0
3804.56,8,0,1,1,4,0
288.44,2,1,2,2,10,1
464.2,2,1,1,2,9,1
2134.87,10,1,0,0,4,0
341.33,1,2,2,2,14,1
407.98,2,2,1,2,13,1
9550.89,22,2,0,2,18,1
4985.54,21,1,1,2,4,0
2599.13,18,1,0,2,0,0
3969.27,9,0,0,0,2,0
3548.72,17,1,0,2,5,0
276.1,22,1,1,2,18,1
1087.82,10,0,1,1,0,0
2066.19,8,1,0,1,5,0
4867.19,11,0,0,0,2,0
4953.98,12,0,0,2,4,0
3705.38,20,0,0,1,0,0
3085.23,19,0,0,1,0,0
461.17,14,0,1,1,5,0
1919.27,12,1,0,1,3,0
3775.55,10,0,0,0,1,0
4544.15,19,0,1,2,1,0
3480.53,11,0,0,2,4,0
3318.66,21,0,0,2,2,0
1989.42,14,0,1,1,4,0
420.15,11,1,0,0,4,0
4962.47,8,1,0,2,1,0
1136.68,18,0,0,0,2,0
113.64,17,1,0,1,4,0
2844.18,14,0,1,2,3,0
4443.25,14,0,1,1,2,0
1828.56,11,0,1,1,0,0
680.98,21,0,1,2,1,0
494.2,22,2,0,1,19,1
3513.0,16,0,0,1,4,0
2306.13,15,1,1,1,0,0
864.82,16,1,1,2,0,0
2387.89,19,0,0,2,2,0
37349.1,23,2,1,1,14,1
2265.59,16,0,0,0,4,0
2544.19,14,0,1,2,4,0
43.8,17,0,1,1,4,0
345.54,23,1,2,1,11,1
3870.16,10,0,0,2,3,0
1665.3,9,1,1,2,5,0
2043.39,19,1,0,1,1,0
382.91,3,1,0,2,14,1
1762.14,18,0,0,1,0,0
111.78,17,0,1,0,5,0
850.71,16,0,0,1,3,0
4001.39,17,0,0,0,1,0
2495.53,16,0,0,0,5,0
3001.99,17,0,0,2,1,0
4072.85,15,0,1,0,4,0
3969.51,9,0,0,0,2,0
2954.04,10,0,0,0,4,0
3069.21,13,1,1,2,3,0
4719.67,18,0,0,0,2,0
296.31,0,2,0,2,20,1
3301.04,20,0,1,0,5,0
4559.3,17,1,1,2,1,0
685.89,20,0,0,2,3,0
1891.19,15,0,0,0,2,0
3051.61,12,1,0,2,5,0
42406.57,2,1,2,2,19,1
486.71,1,2,2,1,18,1
3694.58,16,0,1,1,5,0
4553.29,9,1,0,0,5,0
3572.32,15,0,1,2,4,0
46493.89,2,1,0,2,10,1
4133.77,13,1,0,0,1,0
3111.98,12,1,1,2,5,0
3134.06,11,0,0,2,0,0
2073.65,12,0,0,1,4,0
116.72,1,1,0,1,9,1
3957.25,9,0,1,1,1,0
1289.67,18,1,0,2,2,0
2854.27,9,0,0,0,0,0
2494.36,10,0,0,1,0,0
6711.41,23,1,0,2,17,1
3693.61,15,0,1,2,1,0
3626.58,8,0,0,1,2,0
1756.73,11,0,0,1,1,0
2532.41,11,0,1,0,2,0
2199.53,21,1,0,0,4,0
2788.14,10,0,0,0,5,0
28312.13,23,2,1,1,10,1
3424.06,8,1,0,2,0,0
3845.02,9,0,1,0,4,0
108.75,21,1,1,2,3,0
3083.47,15,0,1,1,4,0
4899.87,18,1,0,0,3,0
1806.71,10,0,1,2,1,0
1947.99,12,0,0,2,0,0
1505.99,8,1,0,2,4,0
4936.58,10,0,0,1,3,0
2307.84,15,1,0,1,2,0
3329.55,10,0,0,0,5,0
980.87,21,0,0,2,3,0
1541.12,14,0,0,0,4,0
1508.3,21,1,0,0,1,0
4449.83,18,1,1,1,1,0
128.91,11,1,1,2,1,0
3731.65,17,0,1,1,4,0
996.87,14,0,0,0,5,0
46906.36,23,1,0,1,8,1
43801.22,2,2,0,1,11,1
339.39,17,0,1,1,3,0
884.16,12,0,1,0,1,0
600.9,17,1,0,2,4,0
3501.61,12,0,0,2,1,0
494.28,8,0,0,1,3,0
3837.25,17,0,0,2,4,0
4470.11,15,0,0,0,2,0
220.04,1,1,2,1,18,1
3559.22,20,0,0,2,3,0
45097.15,2,2,0,2,16,1
126.96,13,0,0,2,1,0
1322.67,14,0,0,1,5,0
3286.24,18,0,0,2,0,0
49021.19,2,2,0,2,14,1
3478.79,12,1,0,1,4,0
3921.98,14,0,0,1,5,0
972.4,12,0,0,1,5,0
34980.02,0,1,0,1,9,1
334.08,17,0,0,0,0,0
3684.42,13,0,0,2,5,0
4844.89,18,0,1,0,4,0
36686.64,1,1,2,1,8,1
3430.46,11,0,1,0,3,0
2650.84,15,0,1,1,4,0
2350.89,19,0,0,0,4,0
12913.29,22,1,2,1,19,1
948.92,21,0,0,0,3,0
2965.03,17,1,1,2,2,0
1261.99,13,0,1,0,5,0
3420.14,12,0,0,0,0,0
4513.54,8,1,0,2,5,0
4885.09,18,0,0,2,2,0
3030.87,9,0,1,1,3,0
4055.91,13,1,0,1,2,0
3726.65,11,0,0,2,2,0
4400.19,13,1,0,1,3,0
3691.18,14,1,0,0,2,0
4351.68,10,1,0,0,3,0
3311.58,10,0,1,0,1,0
159.96,1,1,1,2,10,1
4775.47,16,0,0,0,3,0
2500.19,14,0,0,2,0,0
538.89,13,1,1,1,1,0
4716.31,20,0,0,1,0,0
3160.6,13,0,1,2,3,0
2998.99,16,0,0,2,2,0
4320.98,13,1,0,0,3,0
1237.84,13,0,0,2,3,0
2778.87,17,0,1,0,1,0
3909.38,17,0,1,2,4,0
4099.27,15,1,0,1,4,0
1926.49,10,0,0,2,3,0
4502.25,19,0,0,1,3,0
3957.7,12,0,0,0,3,0
3168.39,13,0,1,1,4,0
228.01,22,1,2,1,17,1
1484.85,8,0,1,2,2,0
1885.91,19,0,0,1,1,0
360.65,0,2,1,1,15,1
2780.21,17,1,0,0,2,0
996.73,17,1,0,0,4,0
149.57,22,2,1,1,13,1
1881.02,8,1,1,1,3,0
3068.67,20,0,1,1,2,0
2846.39,16,0,1,2,5,0
7874.51,0,1,2,1,9,1
4860.9,13,0,0,1,0,0
2729.56,16,1,1,1,5,0
4115.18,21,0,0,0,0,0
4343.77,11,0,0,2,5,0
271.84,21,0,0,0,0,0
1170.77,10,0,1,1,2,0
3174.68,14,0,1,1,3,0
37163.4,0,1,2,1,11,1
2461.92,13,0,1,1,4,0
829.09,11,0,1,0,5,0
1413.99,16,0,1,1,1,0
3772.56,12,0,0,1,2,0
3255.16,15,0,0,2,5,0
3851.61,11,0,0,0,3,0
3715.9,21,0,0,2,5,0
4165.49,18,0,1,1,2,0
3242.02,11,0,0,2,0,0
1089.74,10,0,0,1,5,0
1643.19,14,0,0,1,4,0
3976.27,18,0,0,2,0,0
4264.03,17,0,0,1,0,0
1912.91,17,0,0,0,2,0
961.83,14,0,0,1,3,0
1494.08,8,0,0,0,2,0
4660.97,20,0,0,2,5,0
3965.09,15,0,0,0,0,0
2281.22,17,0,0,0,5,0
325.72,19,0,0,0,3,0
159.16,15,1,0,1,1,0
2887.46,8,0,0,2,2,0
1021.26,12,0,1,1,1,0
2245.02,8,0,1,1,4,0
2447.26,11,0,0,1,0,0
2286.27,15,0,0,2,2,0
2707.89,13,0,0,0,4,0
2342.28,13,0,0,2,3,0
2044.64,14,0,1,1,1,0
1799.4,15,1,1,2,1,0
1723.49,21,0,1,1,4,0
3725.78,21,0,0,2,3,0
23853.92,22,1,2,1,12,1
3325.87,10,0,1,2,2,0
1633.86,21,0,1,1,4,0
1969.68,17,0,1,1,5,0
540.96,18,1,0,2,1,0
4466.09,16,0,0,0,0,0
1539.41,20,1,0,0,4,0
4757.29,11,0,0,0,2,0
13357.14,0,2,1,1,14,1
3310.65,8,0,0,1,2,0
2147.91,17,1,1,2,4,0
112.61,2,1,1,2,20,1
2699.16,9,1,1,2,4,0
4745.17,18,1,0,1,0,0
3796.9,9,1,0,2,0,0
37592.54,3,2,2,2,11,1
2351.24,13,0,1,2,3,0
2058.52,8,0,1,2,0,0
2227.26,16,0,0,1,5,0
4007.72,16,0,0,2,0,0
2460.09,15,0,0,0,2,0
2138.96,18,0,0,0,3,0
38.4,20,0,0,0,2,0
1706.61,18,1,0,2,3,0
4739.78,9,0,0,0,1,0
4732.95,17,0,0,1,2,0
2155.14,19,0,1,2,0,0
177.32,14,1,0,0,0,0
4742.87,13,1,0,2,1,0
4378.03,9,0,0,0,4,0
990.42,18,0,1,1,3,0
174.2,0,1,0,1,10,1
3735.0,14,0,0,0,4,0
572.52,18,0,1,2,0,0
4058.38,13,0,0,0,1,0
2396.12,11,0,0,1,4,0
2711.06,20,0,0,2,1,0
735.41,20,0,0,2,0,0
1242.62,20,1,1,1,1,0
2037.49,20,1,0,1,3,0
472.31,3,1,2,1,15,1
3953.64,14,0,0,2,4,0
3866.99,14,0,0,0,4,0
45124.27,2,2,1,2,15,1
4932.54,13,0,1,2,2,0
4277.49,15,1,0,2,4,0
4617.11,17,0,0,1,0,0
4875.41,16,0,0,2,2,0
4374.14,17,0,0,1,1,0
1748.73,12,0,0,2,5,0
1326.65,14,0,1,0,5,0
3437.96,13,0,0,1,4,0
594.76,19,0,1,0,1,0
3170.25,13,0,1,1,2,0
2426.39,12,1,1,1,1,0
369.46,9,1,1,1,0,0
201.92,3,2,2,2,11,1
4907.09,18,1,1,0,3,0
1572.27,10,0,0,1,0,0
142.98,1,1,2,2,11,1
34713.36,2,2,1,2,11,1
3094.76,17,0,1,1,1,0
2772.46,13,0,0,1,1,0
97.01,10,0,1,2,4,0
1355.68,15,0,0,0,3,0
2302.48,10,0,0,1,0,0
274.08,3,1,0,1,9,1
2225.78,10,1,1,1,0,0
1365.63,18,1,0,2,2,0
2499.67,17,1,0,2,1,0
3519.54,17,1,0,1,1,0
1772.44,12,0,1,1,1,0
4389.0,8,0,1,2,0,0
4001.7,14,0,0,1,0,0
3622.93,14,0,0,1,2,0
1838.94,12,1,0,0,1,0
3227.95,17,0,0,1,2,0
15286.11,0,1,1,1,16,1
2270.52,12,0,0,1,1,0
1564.56,16,0,0,0,4,0
34457.99,2,2,1,1,11,1
48260.4,0,1,1,1,16,1
25814.17,1,1,0,1,13,1
3833.32,16,0,1,2,0,0
843.17,15,0,0,0,4,0
2873.01,12,1,0,1,1,0
3569.3,10,0,0,1,1,0
419.54,22,2,2,2,18,1
1775.78,17,1,0,2,3,0
4290.2,10,0,0,0,4,0
4210.47,9,1,0,1,2,0
1579.27,11,0,0,1,5,0
2254.75,17,0,1,1,3,0
91.71,11,1,0,1,3,0
2330.91,11,1,0,1,0,0
736.09,18,0,0,1,0,0
4546.96,18,1,0,2,2,0
2567.17,15,0,0,0,2,0
1558.3,16,0,0,0,1,0
2811.77,8,0,1,0,5,0
130.43,14,0,1,1,2,0
1431.5,8,0,0,1,3,0
190.38,20,0,0,1,2,0
2204.47,19,0,0,0,1,0
22275.03,0,2,0,1,11,1
976.19,20,0,0,2,4,0
4580.28,8,0,0,0,2,0
3936.4,11,1,0,2,3,0
424.68,22,2,1,2,17,1
4446.07,21,0,1,2,2,0
3341.41,21,0,1,0,1,0
2174.59,12,0,1,1,3,0
4955.66,8,0,0,0,1,0
4223.15,11,0,0,0,0,0
2533.65,14,1,0,2,2,0
1219.8,17,1,1,0,2,0
293.89,14,1,0,1,3,0
1675.26,13,0,0,0,3,0
2463.89,14,0,0,1,1,0
3056.15,10,0,0,2,2,0
4266.61,9,0,0,2,0,0
2148.0,9,0,0,0,3,0
675.95,21,0,1,2,5,0
2863.69,8,0,0,1,0,0
31228.86,1,1,1,2,9,1
1463.94,21,0,1,1,1,0
32277.55,3,1,2,2,8,1
1699.56,10,1,0,1,4,0
3270.26,21,1,0,0,2,0
1060.42,15,0,1,0,0,0
31445.74,3,1,0,1,12,1
3441.06,17,0,1,1,3,0
4649.14,18,0,1,0,3,0
1827.04,14,0,0,0,0,0
43388.04,3,2,2,2,20,1
1624.34,10,0,1,2,3,0
4789.79,20,0,0,0,2,0
2439.12,13,0,0,0,1,0
2481.34,12,0,1,0,3,0
244.29,22,2,1,1,9,1
4122.55,16,0,0,0,2,0
4289.43,19,0,1,1,4,0
3065.58,17,0,0,2,0,0
3597.63,16,0,1,1,0,0
99.38,17,0,0,1,3,0
3047.11,11,0,1,0,3,0
4457.76,21,0,0,2,4,0
1333.91,16,0,0,0,3,0
21.23,8,0,0,2,4,0
91.54,21,0,1,2,0,0
2904.5,16,0,0,0,3,0
1649.32,16,0,0,2,3,0
34107.93,0,1,2,2,10,1
3361.66,14,0,0,0,5,0
496.95,12,0,1,2,4,0
390.29,10,0,0,0,0,0
3973.39,12,0,0,1,2,0
411.82,22,1,1,2,20,1
241.3,1,2,2,1,17,1
3967.82,9,0,0,0,2,0
4077.12,16,0,0,2,2,0
417.07,0,2,0,1,11,1
2421.8,17,0,1,0,5,0
3905.24,16,1,0,1,5,0
4499.95,8,1,0,0,4,0
4937.45,13,0,0,2,0,0
4310.55,9,0,0,2,4,0
591.19,10,1,0,2,4,0
1709.77,17,0,1,1,1,0
4111.78,12,0,0,0,2,0
4991.03,19,0,0,0,2,0
2065.62,9,0,0,1,2,0
2039.88,8,0,0,0,5,0
11184.11,2,1,0,2,20,1
4442.27,10,0,1,0,1,0
19016.98,23,2,2,2,9,1
3763.23,8,0,0,0,5,0
3707.32,10,0,0,2,0,0
287.69,3,1,1,1,17,1
4475.28,11,0,0,0,1,0
2848.82,21,0,1,0,3,0
3543.02,10,0,0,0,5,0
1373.57,20,0,0,2,1,0
14495.34,22,2,1,1,14,1
2063.19,17,0,0,0,4,0
631.87,14,0,1,2,3,0
336.29,23,1,2,1,18,1
4835.23,11,0,1,0,1,0
3726.21,19,0,1,1,1,0
1389.7,9,0,1,0,5,0
265.34,1,2,0,1,19,1
624.87,13,0,0,1,5,0
1382.3,18,0,1,0,1,0
947.94,18,0,0,1,2,0
1267.78,14,1,0,0,0,0
2625.64,11,1,0,1,1,0
893.35,20,0,0,2,0,0
1745.39,18,0,0,0,5,0
4198.11,14,0,0,1,1,0
675.97,20,0,1,1,3,0
4742.14,16,0,0,1,5,0
1281.25,9,0,1,2,2,0
111.27,17,0,0,1,2,0
3790.35,18,0,1,1,4,0
230.95,22,2,0,2,11,1
3665.04,19,1,0,2,2,0
3147.32,18,0,0,1,3,0
4451.49,13,0,0,1,3,0
2666.57,15,0,0,2,0,0
524.83,10,0,0,0,1,0
2679.02,19,0,0,2,4,0
687.11,19,0,0,1,0,0
5526.4,2,2,0,1,13,1
3062.14,9,0,1,2,5,0
3806.18,8,1,1,1,4,0
3788.3,19,0,0,0,3,0
509.37,16,0,1,1,0,0
1750.96,13,1,1,2,1,0
9388.0,23,2,0,1,10,1
235.52,10,0,0,0,1,0
315.7,15,0,1,0,0,0
181.67,23,2,0,1,10,1
48.03,13,0,1,0,5,0
2107.16,9,0,0,0,1,0
2178.31,19,0,0,2,4,0
4419.42,16,0,0,0,4,0
2840.23,15,1,0,2,3,0
1308.28,11,0,0,1,2,0
2681.35,9,0,1,0,0,0
3503.64,21,0,1,1,3,0
2906.92,19,0,0,2,1,0
1166.45,10,0,0,2,4,0
380.05,16,0,0,2,4,0
16751.31,0,2,1,1,10,1
1110.11,18,0,1,0,4,0
2115.97,18,0,1,1,3,0
1388.52,21,0,0,0,0,0
3877.99,19,0,1,0,0,0
3789.46,20,0,0,2,1,0
4028.01,15,0,0,2,5,0
138.92,10,0,0,1,5,0
358.24,2,1,0,1,17,1
2704.13,12,1,1,0,1,0
3817.75,16,0,0,1,3,0
24561.05,0,2,0,2,13,1
452.47,19,0,1,0,3,0
623.36,14,0,0,2,1,0
1853.77,8,0,0,0,4,0
218.91,19,0,1,1,0,0
1209.3,17,1,1,1,0,0
3894.5,21,0,0,0,0,0
244.42,9,1,0,2,0,0
4576.11,19,0,0,2,5,0
4285.3,10,1,0,0,4,0
3593.01,11,0,0,1,1,0
336.93,19,1,1,2,2,0
2612.88,18,0,0,1,1,0
44575.08,2,2,0,1,12,1
1266.48,15,0,0,1,5,0
1779.48,20,0,0,0,1,0
1152.88,18,0,0,2,5,0
